pokedex_names,elementType,species,height,weight,gender,eggGroups,eggCycle,base_hp,base_attack,base_defense,base_spAtk,base_spDef,base_speed,min100_hp,min100_attack,min100_defense,min100_spAtk,min100_spDef,min100_speed,max100_hp,max100_attack,max100_defense,max100_spAtk,max100_spDef,max100_speed,type_normal,type_fire,type_water,type_electricity,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
hatterene,Psychic			Fairy,Silent Pokémon,2.1 m (6′11″),5.1 kg (11.2 lbs),"0% male, 100% female",Fairy,"20				(4,884–5,140 steps)",57,90,95,136,103,29,224,166,175,249,189,56,318,306,317,408,335,172,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
impidimp,Dark			Fairy,Wily Pokémon,0.4 m (1′04″),5.5 kg (12.1 lbs),"100% male, 0% female","Fairy, Human-Like","20				(4,884–5,140 steps)",45,45,30,55,40,50,200,85,58,103,76,94,294,207,174,229,196,218,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
morgrem,Dark			Fairy,Devious Pokémon,0.8 m (2′07″),12.5 kg (27.6 lbs),"100% male, 0% female","Fairy, Human-Like","20				(4,884–5,140 steps)",65,60,45,75,55,70,240,112,85,139,103,130,334,240,207,273,229,262,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
grimmsnarl,Dark			Fairy,Bulk Up Pokémon,1.5 m (4′11″),61.0 kg (134.5 lbs),"100% male, 0% female","Fairy, Human-Like","20				(4,884–5,140 steps)",95,120,65,95,75,60,300,220,121,175,139,112,394,372,251,317,273,240,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
obstagoon,Dark			Normal,Blocking Pokémon,1.6 m (5′03″),46.0 kg (101.4 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",93,90,101,60,81,95,296,166,186,112,150,175,390,306,331,240,287,317,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
perrserker,Steel,Viking Pokémon,0.8 m (2′07″),28.0 kg (61.7 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",70,110,100,50,60,50,250,202,184,94,112,94,344,350,328,218,240,218,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
cursola,Ghost,Coral Pokémon,1.0 m (3′03″),0.4 kg (0.9 lbs),"25% male, 75% female","Water 1, Water 3","20				(4,884–5,140 steps)",60,95,50,145,130,30,230,175,94,265,238,58,324,317,218,427,394,174,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
sirfetchd,Fighting,Wild Duck Pokémon,0.8 m (2′07″),117.0 kg (257.9 lbs),"50% male, 50% female","Field, Flying","20				(4,884–5,140 steps)",62,135,95,68,82,65,234,247,175,126,152,121,328,405,317,258,289,251,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
mr-rime,Ice			Psychic,Comedian Pokémon,1.5 m (4′11″),58.2 kg (128.3 lbs),"50% male, 50% female",Human-Like,"25				(6,169–6,425 steps)",80,85,75,110,100,70,270,157,139,202,184,130,364,295,273,350,328,262,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
runerigus,Ground			Ghost,Grudge Pokémon,1.6 m (5′03″),66.6 kg (146.8 lbs),"50% male, 50% female","Amorphous, Mineral","25				(6,169–6,425 steps)",58,95,145,50,105,30,226,175,265,94,193,58,320,317,427,218,339,174,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
milcery,Fairy,Cream Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),"0% male, 100% female","Amorphous, Fairy","20				(4,884–5,140 steps)",45,40,40,50,61,34,200,76,76,94,114,65,294,196,196,218,243,183,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
alcremie,Fairy,Cream Pokémon,0.3 m (1′00″),0.5 kg (1.1 lbs),"0% male, 100% female","Amorphous, Fairy","20				(4,884–5,140 steps)",65,60,75,110,121,64,240,112,139,202,222,119,334,240,273,350,375,249,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
falinks,Fighting,Formation Pokémon,3.0 m (9′10″),62.0 kg (136.7 lbs),Genderless,"Fairy, Mineral","25				(6,169–6,425 steps)",65,100,100,70,60,75,240,184,184,130,112,139,334,328,328,262,240,273,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
pincurchin,Electric,Sea Urchin Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),"50% male, 50% female","Amorphous, Water 1","20				(4,884–5,140 steps)",48,101,95,91,85,15,206,186,175,168,157,31,300,331,317,309,295,141,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
snom,Ice			Bug,Worm Pokémon,0.3 m (1′00″),3.8 kg (8.4 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",30,25,35,45,30,20,170,49,67,85,58,40,264,163,185,207,174,152,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1
frosmoth,Ice			Bug,Frost Moth Pokémon,1.3 m (4′03″),42.0 kg (92.6 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",70,65,60,125,90,65,250,121,112,229,166,121,344,251,240,383,306,251,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1
stonjourner,Rock,Big Rock Pokémon,2.5 m (8′02″),520.0 kg (1146.4 lbs),"50% male, 50% female",Mineral,"25				(6,169–6,425 steps)",100,125,135,20,20,70,310,229,247,40,40,130,404,383,405,152,152,262,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
cufant,Steel,Copperderm Pokémon,1.2 m (3′11″),100.0 kg (220.5 lbs),"50% male, 50% female","Field, Mineral","25				(6,169–6,425 steps)",72,80,49,40,49,40,254,148,92,76,92,76,348,284,216,196,216,196,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
copperajah,Steel,Copperderm Pokémon,3.0 m (9′10″),650.0 kg (1433.0 lbs),"50% male, 50% female","Field, Mineral","25				(6,169–6,425 steps)",122,130,69,80,69,30,354,238,128,148,128,58,448,394,260,284,260,174,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
dracozolt,Electric			Dragon,Fossil Pokémon,1.8 m (5′11″),190.0 kg (418.9 lbs),Genderless,Undiscovered,"35				(8,739–8,995 steps)",90,100,90,80,70,75,290,184,166,148,130,139,384,328,306,284,262,273,1,0.5,0.5,0,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
arctozolt,Electric			Ice,Fossil Pokémon,2.3 m (7′07″),150.0 kg (330.7 lbs),Genderless,Undiscovered,"35				(8,739–8,995 steps)",90,100,90,90,80,55,290,184,166,166,148,103,384,328,306,306,284,229,1,2,1,0,1,0.5,2,1,2,0.5,1,1,2,1,1,1,1,1
dracovish,Water			Dragon,Fossil Pokémon,2.3 m (7′07″),215.0 kg (474.0 lbs),Genderless,Undiscovered,"35				(8,739–8,995 steps)",90,90,100,70,80,75,290,166,184,130,148,139,384,306,328,262,284,273,1,0.25,0,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
arctovish,Water			Ice,Fossil Pokémon,2.0 m (6′07″),175.0 kg (385.8 lbs),Genderless,Undiscovered,"35				(8,739–8,995 steps)",90,90,100,80,90,55,290,166,184,148,166,103,384,306,328,284,306,229,1,1,0,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
duraludon,Steel			Dragon,Alloy Pokémon,1.8 m (5′11″),40.0 kg (88.2 lbs),"50% male, 50% female","Dragon, Mineral","30				(7,454–7,710 steps)",70,95,115,120,50,85,250,175,211,220,94,157,344,317,361,372,218,295,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
dreepy,Dragon			Ghost,Lingering Pokémon,0.5 m (1′08″),2.0 kg (4.4 lbs),"50% male, 50% female","Amorphous, Dragon","40				(10,024–10,280 steps)",28,60,30,40,30,82,166,112,58,76,58,152,260,240,174,196,174,289,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
drakloak,Dragon			Ghost,Caretaker Pokémon,1.4 m (4′07″),11.0 kg (24.3 lbs),"50% male, 50% female","Amorphous, Dragon","40				(10,024–10,280 steps)",68,80,50,60,50,102,246,148,94,112,94,188,340,284,218,240,218,333,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
dragapult,Dragon			Ghost,Stealth Pokémon,3.0 m (9′10″),50.0 kg (110.2 lbs),"50% male, 50% female","Amorphous, Dragon","40				(10,024–10,280 steps)",88,120,75,100,75,142,286,220,139,184,139,260,380,372,273,328,273,421,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
eternatus,Poison			Dragon,Gigantic Pokémon,20.0 m (65′07″),950.0 kg (2094.4 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",140,85,95,145,95,130,390,157,175,265,175,238,484,295,317,427,317,394,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
kubfu,Fighting,Wushu Pokémon,0.6 m (2′00″),12.0 kg (26.5 lbs),"87.5% male, 12.5% female",Undiscovered,"120				(30,584–30,840 steps)",60,90,60,53,50,72,230,166,112,99,94,134,324,306,240,225,218,267,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
zarude,Dark			Grass,Rogue Monkey Pokémon,1.8 m (5′11″),70.0 kg (154.3 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",105,120,105,70,95,105,320,220,193,130,175,193,414,372,339,262,317,339,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
regieleki,Electric,Electron Pokémon,1.2 m (3′11″),145.0 kg (319.7 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",80,100,50,100,50,200,270,184,94,184,94,364,364,328,218,328,218,548,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
regidrago,Dragon,Dragon Orb Pokémon,2.1 m (6′11″),200.0 kg (440.9 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",200,100,50,100,50,80,510,184,94,184,94,148,604,328,218,328,218,284,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
glastrier,Ice,Wild Horse Pokémon,2.2 m (7′03″),800.0 kg (1763.7 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",100,145,130,65,110,30,310,265,238,121,202,58,404,427,394,251,350,174,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
spectrier,Ghost,Swift Horse Pokémon,2.0 m (6′07″),44.5 kg (98.1 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",100,65,60,145,80,130,310,121,112,265,148,238,404,251,240,427,284,394,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
calyrex,Psychic			Grass,King Pokémon,1.1 m (3′07″),7.7 kg (17.0 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",100,80,80,80,80,80,310,148,148,148,148,148,404,284,284,284,284,284,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
wyrdeer,Normal			Psychic,Big Horn Pokémon,1.8 m (5′11″),95.1 kg (209.7 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",103,105,72,105,75,65,316,193,134,193,139,121,410,339,267,339,273,251,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
kleavor,Bug			Rock,Axe Pokémon,1.8 m (5′11″),89.0 kg (196.2 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",70,135,95,45,70,85,250,247,175,85,130,157,344,405,317,207,262,295,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
ursaluna,Ground			Normal,Peat Pokémon,2.4 m (7′10″),290.0 kg (639.3 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",130,140,105,45,80,50,370,256,193,85,148,94,464,416,339,207,284,218,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1
sneasler,Fighting			Poison,Free Climb Pokémon,1.3 m (4′03″),43.0 kg (94.8 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",80,130,60,40,80,120,270,238,112,76,148,220,364,394,240,196,284,372,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
overqwil,Dark			Poison,Pin Cluster Pokémon,2.5 m (8′02″),60.5 kg (133.4 lbs),"50% male, 50% female",Water 2,"20				(4,884–5,140 steps)",85,115,95,65,65,85,280,211,175,121,121,157,374,361,317,251,251,295,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
sprigatito,Grass,Grass Cat Pokémon,0.4 m (1′04″),4.1 kg (9.0 lbs),"87.5% male, 12.5% female","Field, Grass","20				(4,884–5,140 steps)",40,61,54,45,45,65,190,114,101,85,85,121,284,243,227,207,207,251,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
floragato,Grass,Grass Cat Pokémon,0.9 m (2′11″),12.2 kg (26.9 lbs),"87.5% male, 12.5% female","Field, Grass","20				(4,884–5,140 steps)",61,80,63,60,63,83,232,148,117,112,117,153,326,284,247,240,247,291,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
meowscarada,Grass			Dark,Magician Pokémon,1.5 m (4′11″),31.2 kg (68.8 lbs),"87.5% male, 12.5% female","Field, Grass","20				(4,884–5,140 steps)",76,110,70,81,70,123,262,202,130,150,130,225,356,350,262,287,262,379,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
fuecoco,Fire,Fire Croc Pokémon,0.4 m (1′04″),9.8 kg (21.6 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",67,45,59,63,40,36,244,85,110,117,76,69,338,207,238,247,196,188,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
crocalor,Fire,Fire Croc Pokémon,1.0 m (3′03″),30.7 kg (67.7 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",81,55,78,90,58,49,272,103,144,166,108,92,366,229,280,306,236,216,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
skeledirge,Fire			Ghost,Singer Pokémon,1.6 m (5′03″),326.5 kg (719.8 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",104,75,100,110,75,66,318,139,184,202,139,123,412,273,328,350,273,254,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
quaxly,Water,Duckling Pokémon,0.5 m (1′08″),6.1 kg (13.4 lbs),"87.5% male, 12.5% female","Flying, Water 1","20				(4,884–5,140 steps)",55,65,45,50,45,50,220,121,85,94,85,94,314,251,207,218,207,218,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
quaxwell,Water,Practicing Pokémon,1.2 m (3′11″),21.5 kg (47.4 lbs),"87.5% male, 12.5% female","Flying, Water 1","20				(4,884–5,140 steps)",70,85,65,65,60,65,250,157,121,121,112,121,344,295,251,251,240,251,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
quaquaval,Water			Fighting,Dancer Pokémon,1.8 m (5′11″),61.9 kg (136.5 lbs),"87.5% male, 12.5% female","Flying, Water 1","20				(4,884–5,140 steps)",85,120,80,85,75,85,280,220,148,157,139,157,374,372,284,295,273,295,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
lechonk,Normal,Hog Pokémon,0.5 m (1′08″),10.2 kg (22.5 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",54,45,40,35,45,35,218,85,76,67,85,67,312,207,196,185,207,185,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
tarountula,Bug,String Ball Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",35,41,45,29,40,20,180,78,85,56,76,40,274,199,207,172,196,152,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
spidops,Bug,Trap Pokémon,1.0 m (3′03″),16.5 kg (36.4 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",60,79,92,52,86,35,230,146,170,98,159,67,324,282,311,223,298,185,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
nymble,Bug,Grasshopper Pokémon,0.2 m (0′08″),1.0 kg (2.2 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",33,46,40,21,25,45,176,87,76,42,49,85,270,210,196,155,163,207,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
lokix,Bug			Dark,Grasshopper Pokémon,1.0 m (3′03″),17.5 kg (38.6 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",71,102,78,52,55,92,252,188,144,98,103,170,346,333,280,223,229,311,1,2,1,1,0.5,1,1,1,0.5,2,0,2,2,0.5,1,0.5,1,2
pawmi,Electric,Mouse Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",45,50,20,40,25,60,200,94,40,76,49,112,294,218,152,196,163,240,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
pawmo,Electric			Fighting,Mouse Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",60,75,40,50,40,85,230,139,76,94,76,157,324,273,196,218,196,295,1,1,1,0,1,1,1,1,2,1,2,0.5,0.5,1,1,0.5,0.5,2
pawmot,Electric			Fighting,Hands-On Pokémon,0.9 m (2′11″),41.0 kg (90.4 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",70,115,70,70,60,105,250,211,130,130,112,193,344,361,262,262,240,339,1,1,1,0,1,1,1,1,2,1,2,0.5,0.5,1,1,0.5,0.5,2
tandemaus,Normal,Couple Pokémon,0.3 m (1′00″),1.8 kg (4.0 lbs),Genderless,"Fairy, Field","10				(2,314–2,570 steps)",50,50,45,40,45,75,210,94,85,76,85,139,304,218,207,196,207,273,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
fidough,Fairy,Puppy Pokémon,0.3 m (1′00″),10.9 kg (24.0 lbs),"50% male, 50% female","Field, Mineral","20				(4,884–5,140 steps)",37,55,70,30,55,65,184,103,130,58,103,121,278,229,262,174,229,251,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
dachsbun,Fairy,Dog Pokémon,0.5 m (1′08″),14.9 kg (32.8 lbs),"50% male, 50% female","Field, Mineral","20				(4,884–5,140 steps)",57,80,115,50,80,95,224,148,211,94,148,175,318,284,361,218,284,317,1,0,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
smoliv,Grass			Normal,Olive Pokémon,0.3 m (1′00″),6.5 kg (14.3 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",41,35,45,58,51,30,192,67,85,108,96,58,286,185,207,236,221,174,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
dolliv,Grass			Normal,Olive Pokémon,0.6 m (2′00″),11.9 kg (26.2 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",52,53,60,78,78,33,214,99,112,144,144,63,308,225,240,280,280,181,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
arboliva,Grass			Normal,Olive Pokémon,1.4 m (4′07″),48.2 kg (106.3 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",78,69,90,125,109,39,266,128,166,229,200,74,360,260,306,383,348,194,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
nacli,Rock,Rock Salt Pokémon,0.4 m (1′04″),16.0 kg (35.3 lbs),"50% male, 50% female",Mineral,"20				(4,884–5,140 steps)",55,55,75,35,35,25,220,103,139,67,67,49,314,229,273,185,185,163,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,0.5,1,1,2,1
naclstack,Rock,Rock Salt Pokémon,0.6 m (2′00″),105.0 kg (231.5 lbs),"50% male, 50% female",Mineral,"20				(4,884–5,140 steps)",60,60,100,35,65,35,230,112,184,67,121,67,324,240,328,185,251,185,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,0.5,1,1,2,1
garganacl,Rock,Rock Salt Pokémon,2.3 m (7′07″),240.0 kg (529.1 lbs),"50% male, 50% female",Mineral,"20				(4,884–5,140 steps)",100,100,130,45,90,35,310,184,238,85,166,67,404,328,394,207,306,185,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,0.5,1,1,2,1
charcadet,Fire,Fire Child Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs),"50% male, 50% female",Human-Like,"35				(8,739–8,995 steps)",40,50,40,50,40,35,190,94,76,94,76,67,284,218,196,218,196,185,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
armarouge,Fire			Psychic,Fire Warrior Pokémon,1.5 m (4′11″),85.0 kg (187.4 lbs),"50% male, 50% female",Human-Like,"35				(8,739–8,995 steps)",85,60,100,125,80,75,280,112,184,229,148,139,374,240,328,383,284,273,1,0,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
ceruledge,Fire			Ghost,Fire Blades Pokémon,1.6 m (5′03″),62.0 kg (136.7 lbs),"50% male, 50% female",Human-Like,"35				(8,739–8,995 steps)",75,125,80,60,100,85,260,229,148,112,184,157,354,383,284,240,328,295,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
tadbulb,Electric,EleTadpole Pokémon,0.3 m (1′00″),0.4 kg (0.9 lbs),"50% male, 50% female",Water 1,"20				(4,884–5,140 steps)",61,31,41,59,35,45,232,60,78,110,67,85,326,177,199,238,185,207,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
bellibolt,Electric,EleFrog Pokémon,1.2 m (3′11″),113.0 kg (249.1 lbs),"50% male, 50% female",Water 1,"20				(4,884–5,140 steps)",109,64,91,103,83,45,328,119,168,189,153,85,422,249,309,335,291,207,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
wattrel,Electric			Flying,Storm Petrel Pokémon,0.4 m (1′04″),3.6 kg (7.9 lbs),"50% male, 50% female","Flying, Water 1","20				(4,884–5,140 steps)",40,40,35,55,40,70,190,76,67,103,76,130,284,196,185,229,196,262,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
kilowattrel,Electric			Flying,Frigatebird Pokémon,1.4 m (4′07″),38.6 kg (85.1 lbs),"50% male, 50% female","Flying, Water 1","20				(4,884–5,140 steps)",70,70,60,105,60,125,250,130,112,193,112,229,344,262,240,339,240,383,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
maschiff,Dark,Rascal Pokémon,0.5 m (1′08″),16.0 kg (35.3 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",60,78,60,40,51,51,230,144,112,76,96,96,324,280,240,196,221,221,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
mabosstiff,Dark,Boss Pokémon,1.1 m (3′07″),61.0 kg (134.5 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",80,120,90,60,70,85,270,220,166,112,130,157,364,372,306,240,262,295,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
shroodle,Poison			Normal,Toxic Mouse Pokémon,0.2 m (0′08″),0.7 kg (1.5 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",40,65,35,40,35,75,190,121,67,76,67,139,284,251,185,196,185,273,1,1,1,1,0.5,1,1,0.5,2,1,2,0.5,1,0,1,1,1,0.5
grafaiai,Poison			Normal,Toxic Monkey Pokémon,0.7 m (2′04″),27.2 kg (60.0 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",63,95,65,80,72,110,236,175,121,148,134,202,330,317,251,284,267,350,1,1,1,1,0.5,1,1,0.5,2,1,2,0.5,1,0,1,1,1,0.5
bramblin,Grass			Ghost,Tumbleweed Pokémon,0.6 m (2′00″),0.6 kg (1.3 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",40,65,30,45,35,60,190,121,58,85,67,112,284,251,174,207,185,240,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
brambleghast,Grass			Ghost,Tumbleweed Pokémon,1.2 m (3′11″),6.0 kg (13.2 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",55,115,70,80,70,90,220,211,130,148,130,166,314,361,262,284,262,306,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
toedscool,Ground			Grass,Woodear Pokémon,0.9 m (2′11″),33.0 kg (72.8 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",40,40,35,50,100,70,190,76,67,94,184,130,284,196,185,218,328,262,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
toedscruel,Ground			Grass,Woodear Pokémon,1.9 m (6′03″),58.0 kg (127.9 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",80,70,65,80,120,100,270,130,121,148,220,184,364,262,251,284,372,328,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
klawf,Rock,Ambush Pokémon,1.3 m (4′03″),79.0 kg (174.2 lbs),"50% male, 50% female",Water 3,"35				(8,739–8,995 steps)",70,100,115,35,55,75,250,184,211,67,103,139,344,328,361,185,229,273,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
capsakid,Grass,Spicy Pepper Pokémon,0.3 m (1′00″),3.0 kg (6.6 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",50,62,40,62,40,50,210,116,76,116,76,94,304,245,196,245,196,218,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
scovillain,Grass			Fire,Spicy Pepper Pokémon,0.9 m (2′11″),15.0 kg (33.1 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",65,108,65,108,65,75,240,198,121,198,121,139,334,346,251,346,251,273,1,1,1,0.5,0.25,1,1,2,1,2,1,1,2,1,1,1,0.5,0.5
rellor,Bug,Rolling Pokémon,0.2 m (0′08″),1.0 kg (2.2 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",41,50,60,31,58,30,192,94,112,60,108,58,286,218,240,177,236,174,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
rabsca,Bug			Psychic,Rolling Pokémon,0.3 m (1′00″),3.5 kg (7.7 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",75,50,85,115,100,45,260,94,157,211,184,85,354,218,295,361,328,207,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
